year,month,value
1871,1,-5.07
1871,2,-0.3933333333333333
1871,3,-0.7566666666666668
1871,4,1.0133333333333354
1871,5,-0.2433333333333323
1871,6,-2.8800000000000026
1871,7,1.0300000000000011
1871,8,0.370000000000001
1871,9,1.7733333333333334
1871,10,-2.583333333333334
1871,11,-3.733333333333334
1871,12,-8.036666666666667
1872,1,0.12999999999999967
1872,2,-0.6933333333333334
1872,3,0.8433333333333333
1872,4,0.913333333333334
1872,5,-1.043333333333333
1872,6,0.019999999999997797
1872,7,1.0300000000000011
1872,8,-1.129999999999999
1872,9,0.8733333333333331
1872,10,-0.18333333333333357
1872,11,2.0666666666666664
1872,12,1.5633333333333335
1873,1,1.0299999999999998
1873,2,-1.4933333333333334
1873,3,1.8433333333333333
1873,4,-1.1866666666666656
1873,5,-1.6433333333333326
1873,6,0.5199999999999978
1873,7,1.9299999999999997
1873,8,1.7699999999999996
1873,9,-0.7266666666666666
1873,10,-0.08333333333333393
1873,11,-0.03333333333333366
1873,12,-2.2366666666666664
1874,1,-0.5700000000000003
1874,2,-1.5933333333333335
1874,3,-0.45666666666666655
1874,4,1.913333333333334
1874,5,-3.043333333333333
1874,6,1.0199999999999978
1874,7,2.4299999999999997
1874,8,-1.4299999999999997
1874,9,1.2733333333333334
1874,10,-0.2833333333333332
1874,11,-2.833333333333334
1874,12,-2.8366666666666664
1875,1,1.9299999999999997
1875,2,-4.093333333333334
1875,3,-1.7566666666666668
1875,4,0.31333333333333435
1875,5,2.7566666666666677
1875,6,1.2199999999999989
1875,7,-1.4699999999999989
1875,8,1.370000000000001
1875,9,1.1733333333333338
1875,10,-1.283333333333334
1875,11,-0.3333333333333339
1875,12,-3.6366666666666663
1876,1,-2.0700000000000003
1876,2,0.6066666666666667
1876,3,-0.2566666666666668
1876,4,-0.38666666666666494
1876,5,-2.9433333333333334
1876,6,-0.08000000000000185
1876,7,0.5300000000000011
1876,8,0.6700000000000017
1876,9,-1.626666666666667
1876,10,1.416666666666666
1876,11,-1.0333333333333337
1876,12,2.3633333333333337
1877,1,2.2299999999999995
1877,2,2.4066666666666667
1877,3,-1.5566666666666666
1877,4,-0.38666666666666494
1877,5,-2.043333333333333
1877,6,2.919999999999998
1877,7,-0.7699999999999996
1877,8,0.9699999999999989
1877,9,-2.326666666666666
1877,10,-3.1833333333333336
1877,11,1.466666666666666
1877,12,0.46333333333333354
1878,1,-1.6700000000000002
1878,2,-0.29333333333333333
1878,3,-1.1566666666666667
1878,4,0.01333333333333453
1878,5,1.456666666666667
1878,6,-0.18000000000000327
1878,7,-0.7699999999999996
1878,8,-0.5299999999999994
1878,9,-0.6266666666666669
1878,10,-0.18333333333333357
1878,11,-2.1333333333333337
1878,12,-3.9366666666666665
1879,1,-1.4700000000000004
1879,2,0.2066666666666666
1879,3,-0.05666666666666664
1879,4,-2.2866666666666653
1879,5,-3.9433333333333334
1879,6,0.5199999999999978
1879,7,-3.0700000000000003
1879,8,1.0700000000000003
1879,9,-0.5266666666666655
1879,10,-2.6833333333333336
1879,11,-4.033333333333334
1879,12,-10.236666666666666
1880,1,-5.37
1880,2,-1.0933333333333333
1880,3,2.143333333333333
1880,4,0.4133333333333349
1880,5,-1.3433333333333337
1880,6,-1.4800000000000022
1880,7,0.629999999999999
1880,8,-1.129999999999999
1880,9,-0.12666666666666693
1880,10,-0.38333333333333464
1880,11,0.46666666666666634
1880,12,3.8633333333333337
1881,1,-3.37
1881,2,1.2066666666666666
1881,3,1.0433333333333334
1881,4,-0.7866666666666653
1881,5,-1.1433333333333326
1881,6,-0.4800000000000022
1881,7,2.4299999999999997
1881,8,0.1700000000000017
1881,9,-2.326666666666666
1881,10,-4.183333333333334
1881,11,0.7666666666666662
1881,12,-0.9366666666666664
1882,1,-1.3700000000000003
1882,2,-0.7933333333333333
1882,3,1.643333333333333
1882,4,-0.18666666666666565
1882,5,0.1566666666666663
1882,6,-0.9800000000000022
1882,7,-2.369999999999999
1882,8,-2.129999999999999
1882,9,-2.426666666666666
1882,10,0.11666666666666536
1882,11,1.0666666666666664
1882,12,0.3633333333333335
1883,1,0.5299999999999998
1883,2,1.6066666666666667
1883,3,-4.156666666666666
1883,4,-0.6866666666666656
1883,5,0.35666666666666735
1883,6,-0.6800000000000033
1883,7,-2.0700000000000003
1883,8,-0.8300000000000001
1883,9,-1.3266666666666662
1883,10,-1.6833333333333336
1883,11,0.7666666666666662
1883,12,-0.7366666666666665
1884,1,2.13
1884,2,1.1066666666666667
1884,3,1.3433333333333333
1884,4,-0.8866666666666649
1884,5,1.2566666666666677
1884,6,-2.6800000000000033
1884,7,0.030000000000001137
1884,8,-0.030000000000001137
1884,9,-0.5266666666666655
1884,10,-1.583333333333334
1884,11,-2.0333333333333337
1884,12,0.16333333333333352
1885,1,-3.7700000000000005
1885,2,2.206666666666667
1885,3,-0.6566666666666667
1885,4,0.913333333333334
1885,5,-2.3433333333333337
1885,6,1.4199999999999982
1885,7,0.8300000000000018
1885,8,-0.629999999999999
1885,9,-1.4266666666666659
1885,10,-2.083333333333334
1885,11,0.36666666666666625
1885,12,-0.8366666666666666
1886,1,-1.6700000000000002
1886,2,-3.793333333333333
1886,3,-1.6566666666666667
1886,4,1.2133333333333347
1886,5,-0.043333333333333
1886,6,-1.4800000000000022
1886,7,0.129999999999999
1886,8,-0.23000000000000043
1886,9,1.4733333333333345
1886,10,0.21666666666666679
1886,11,0.6666666666666661
1886,12,-0.1366666666666665
1887,1,-3.9700000000000006
1887,2,-3.993333333333333
1887,3,-3.5566666666666666
