year,month,value
1871,1,-1.1666666666666665
1871,2,-0.32333333333333236
1871,3,0.9566666666666679
1871,4,1.4700000000000006
1871,5,0.8699999999999992
1871,6,-2.766666666666662
1871,7,0.8199999999999967
1871,8,0.7499999999999964
1871,9,1.9800000000000004
1871,10,-0.8433333333333337
1871,11,-0.33000000000000096
1871,12,-3.0500000000000003
1872,1,-0.06666666666666665
1872,2,0.07666666666666755
1872,3,-0.043333333333332114
1872,4,0.9700000000000006
1872,5,-1.1300000000000008
1872,6,-0.26666666666666217
1872,7,0.21999999999999886
1872,8,-0.6500000000000021
1872,9,0.9800000000000004
1872,10,1.0566666666666649
1872,11,0.7699999999999996
1872,12,2.55
1873,1,1.6333333333333333
1873,2,-0.22333333333333227
1873,3,1.5566666666666675
1873,4,-0.33000000000000007
1873,5,0.3699999999999992
1873,6,0.1333333333333364
1873,7,1.4199999999999982
1873,8,1.3499999999999979
1873,9,-0.9199999999999982
1873,10,1.756666666666666
1873,11,0.7699999999999996
1873,12,0.7499999999999996
1874,1,0.1333333333333333
1874,2,-0.6233333333333326
1874,3,0.2566666666666677
1874,4,1.4700000000000006
1874,5,-1.3300000000000018
1874,6,1.0333333333333385
1874,7,2.0199999999999996
1874,8,-0.5500000000000043
1874,9,1.6799999999999997
1874,10,1.0566666666666649
1874,11,-1.0300000000000011
1874,12,0.7499999999999996
1875,1,1.4333333333333336
1875,2,-2.0233333333333325
1875,3,-1.9433333333333325
1875,4,-0.4299999999999997
1875,5,3.0700000000000003
1875,6,0.5333333333333385
1875,7,-1.3800000000000026
1875,8,0.649999999999995
1875,9,0.879999999999999
1875,10,0.6566666666666663
1875,11,-0.23000000000000043
1875,12,-0.15000000000000036
1876,1,0.1333333333333333
1876,2,0.9766666666666679
1876,3,0.7566666666666677
1876,4,0.2699999999999996
1876,5,-1.7300000000000004
1876,6,-0.06666666666666288
1876,7,0.9199999999999982
1876,8,0.649999999999995
1876,9,-1.2199999999999989
1876,10,2.3566666666666656
1876,11,-0.7300000000000004
1876,12,2.1499999999999995
1877,1,3.1333333333333337
1877,2,1.976666666666668
1877,3,-1.6433333333333326
1877,4,0.370000000000001
1877,5,-1.0300000000000011
1877,6,2.433333333333337
1877,7,-0.5800000000000018
1877,8,1.5499999999999972
1877,9,-0.8200000000000003
1877,10,-1.9433333333333351
1877,11,1.0699999999999994
1877,12,0.7499999999999996
1878,1,0.7333333333333334
1878,2,1.2766666666666677
1878,3,0.15666666666666718
1878,4,0.16999999999999993
1878,5,1.3699999999999992
1878,6,-0.26666666666666217
1878,7,-0.08000000000000185
1878,8,-0.45000000000000284
1878,9,0.6799999999999997
1878,10,0.6566666666666663
1878,11,-0.9300000000000006
1878,12,-1.7500000000000004
1879,1,-0.16666666666666652
1879,2,1.0766666666666675
1879,3,0.5566666666666675
1879,4,-2.129999999999999
1879,5,-2.7300000000000004
1879,6,0.4333333333333371
1879,7,-1.8800000000000026
1879,8,1.649999999999995
1879,9,-0.019999999999999574
1879,10,0.05666666666666487
1879,11,-1.7300000000000004
1879,12,-4.550000000000001
1880,1,-2.466666666666667
1880,2,-0.22333333333333227
1880,3,1.2566666666666668
1880,4,0.2699999999999996
1880,5,-0.4300000000000015
1880,6,-1.4666666666666615
1880,7,1.5199999999999996
1880,8,-0.850000000000005
1880,9,0.4800000000000004
1880,10,1.1566666666666663
1880,11,0.46999999999999886
1880,12,3.3499999999999996
1881,1,-1.4666666666666666
1881,2,0.37666666666666737
1881,3,0.5566666666666675
1881,4,-0.23000000000000043
1881,5,0.16999999999999815
1881,6,-0.6666666666666643
1881,7,2.419999999999998
1881,8,1.7499999999999964
1881,9,-1.42
1881,10,-2.043333333333335
1881,11,0.5699999999999994
1881,12,0.8499999999999996
1882,1,0.8333333333333335
1882,2,0.8766666666666674
1882,3,2.256666666666667
1882,4,-0.33000000000000007
1882,5,0.46999999999999886
1882,6,-0.1666666666666643
1882,7,-0.4800000000000004
1882,8,-0.15000000000000213
1882,9,-2.42
1882,10,0.25666666666666593
1882,11,-0.23000000000000043
1882,12,1.3499999999999996
1883,1,0.8333333333333335
1883,2,2.8766666666666674
1883,3,-2.7433333333333323
1883,4,-0.629999999999999
1883,5,0.8699999999999992
1883,6,-0.8666666666666636
1883,7,-0.9800000000000004
1883,8,-0.25000000000000355
1883,9,-0.8200000000000003
1883,10,-0.8433333333333337
1883,11,-0.6300000000000008
1883,12,-0.15000000000000036
1884,1,1.6333333333333333
1884,2,1.1766666666666672
1884,3,1.8566666666666682
1884,4,-0.33000000000000007
1884,5,1.8699999999999974
1884,6,-2.4666666666666615
1884,7,0.6199999999999974
1884,8,0.8499999999999979
1884,9,-0.41999999999999815
1884,10,-1.0433333333333348
1884,11,-1.7300000000000004
1884,12,0.9499999999999997
1885,1,-0.8666666666666666
1885,2,0.9766666666666679
1885,3,0.35666666666666735
1885,4,-0.02999999999999936
1885,5,-1.3300000000000018
1885,6,2.3333333333333357
1885,7,1.2199999999999989
1885,8,0.04999999999999716
1885,9,-0.120000000000001
1885,10,-1.243333333333334
1885,11,0.9699999999999989
1885,12,-0.5500000000000003
1886,1,-0.46666666666666656
1886,2,-0.8233333333333324
1886,3,-0.8433333333333328
1886,4,0.47000000000000064
1886,5,0.7699999999999996
1886,6,-1.1666666666666643
1886,7,-0.28000000000000114
1886,8,-0.25000000000000355
1886,9,1.2800000000000011
1886,10,0.9566666666666652
1886,11,0.46999999999999886
1886,12,0.24999999999999956
1887,1,-2.2666666666666666
1887,2,-2.2233333333333327
1887,3,-0.6433333333333326
