year,month,value
1871,1,-4.226666666666665
1871,2,1.669999999999999
1871,3,0.740000000000002
1871,4,1.0633333333333326
1871,5,0.7966666666666666
1871,6,-3.2333333333333334
1871,7,0.44333333333333425
1871,8,0.4900000000000002
1871,9,1.569999999999999
1871,10,-0.4433333333333336
1871,11,-3.3866666666666676
1871,12,-3.3066666666666675
1872,1,-0.42666666666666586
1872,2,0.46999999999999886
1872,3,0.44000000000000217
1872,4,1.4633333333333325
1872,5,-0.7033333333333334
1872,6,0.16666666666666652
1872,7,0.9433333333333342
1872,8,-1.0099999999999998
1872,9,0.8699999999999997
1872,10,-0.24333333333333362
1872,11,0.11333333333333329
1872,12,0.9933333333333323
1873,1,1.1733333333333347
1873,2,-1.530000000000002
1873,3,1.740000000000002
1873,4,-1.8366666666666678
1873,5,-1.2033333333333334
1873,6,-0.5333333333333332
1873,7,1.9433333333333342
1873,8,0.9900000000000002
1873,9,-0.23000000000000087
1873,10,0.8566666666666664
1873,11,0.11333333333333329
1873,12,2.793333333333332
1874,1,2.073333333333334
1874,2,-1.7300000000000013
1874,3,-0.759999999999998
1874,4,1.5633333333333326
1874,5,-2.9033333333333333
1874,6,0.9666666666666663
1874,7,2.1433333333333335
1874,8,-1.0099999999999998
1874,9,1.2699999999999991
1874,10,1.2566666666666664
1874,11,-2.286666666666667
1874,12,-4.006666666666667
1875,1,2.9733333333333345
1875,2,-3.530000000000002
1875,3,-0.8599999999999985
1875,4,0.16333333333333222
1875,5,3.3966666666666665
1875,6,0.8666666666666667
1875,7,-1.1566666666666663
1875,8,1.4900000000000002
1875,9,1.069999999999999
1875,10,-0.7433333333333338
1875,11,-2.1866666666666665
1875,12,-0.9066666666666672
1876,1,0.5733333333333341
1876,2,0.06999999999999851
1876,3,-0.759999999999998
1876,4,-0.03666666666666796
1876,5,-1.3033333333333335
1876,6,-0.1333333333333333
1876,7,0.8433333333333337
1876,8,0.2900000000000009
1876,9,-1.7300000000000006
1876,10,3.1566666666666663
1876,11,-2.286666666666667
1876,12,2.1933333333333325
1877,1,0.5733333333333341
1877,2,-0.7300000000000013
1877,3,-1.8599999999999985
1877,4,-0.3366666666666678
1877,5,-1.5033333333333332
1877,6,2.9666666666666663
1877,7,-0.5566666666666658
1877,8,1.790000000000001
1877,9,-1.8300000000000007
1877,10,-1.7433333333333338
1877,11,1.413333333333333
1877,12,-0.6066666666666682
1878,1,-1.8266666666666662
1878,2,2.7699999999999987
1878,3,-2.059999999999998
1878,4,0.9633333333333325
1878,5,1.6966666666666668
1878,6,0.06666666666666687
1878,7,-0.35666666666666647
1878,8,0.4900000000000002
1878,9,1.1699999999999995
1878,10,0.6566666666666663
1878,11,-4.1866666666666665
1878,12,-4.206666666666668
1879,1,-0.026666666666665506
1879,2,-0.9300000000000006
1879,3,1.4400000000000022
1879,4,-2.336666666666668
1879,5,-3.003333333333333
1879,6,0.7666666666666666
1879,7,-2.6566666666666663
1879,8,2.99
1879,9,-0.23000000000000087
1879,10,1.0566666666666662
