year,month,value
1871,1,-3.8366666666666673
1871,2,2.3499999999999996
1871,3,1.2866666666666666
1871,4,0.6799999999999997
1871,5,0.5566666666666658
1871,6,-3.6799999999999997
1871,7,0.11333333333333329
1871,8,0.4833333333333343
1871,9,2.17
1871,10,-0.7233333333333336
1871,11,-3.83
1871,12,-2.983333333333333
1872,1,1.6633333333333329
1872,2,2.15
1872,3,1.7866666666666666
1872,4,0.7799999999999994
1872,5,-0.5433333333333339
1872,6,-0.5800000000000001
1872,7,0.8133333333333326
1872,8,-1.8166666666666664
1872,9,0.8699999999999992
1872,10,0.7766666666666664
1872,11,1.6700000000000002
1872,12,3.416666666666667
1873,1,2.563333333333333
1873,2,-0.9500000000000002
1873,3,2.6866666666666665
1873,4,-1.62
1873,5,-1.3433333333333346
1873,6,0.11999999999999922
1873,7,1.9133333333333322
1873,8,1.1833333333333336
1873,9,-1.4299999999999997
1873,10,0.47666666666666657
1873,11,-0.029999999999999583
1873,12,0.6166666666666669
1874,1,1.5633333333333328
1874,2,-0.8500000000000001
1874,3,-0.41333333333333333
1874,4,1.6799999999999997
1874,5,-2.9433333333333342
1874,6,0.41999999999999993
1874,7,2.3133333333333326
1874,8,-1.5166666666666657
1874,9,1.9700000000000006
1874,10,2.376666666666667
1874,11,-1.5299999999999998
1874,12,-3.8833333333333333
1875,1,2.163333333333333
1875,2,-4.050000000000001
1875,3,-1.3133333333333335
1875,4,0.8799999999999999
1875,5,3.256666666666665
1875,6,0.6199999999999992
1875,7,-1.5866666666666678
1875,8,1.2833333333333332
1875,9,1.8699999999999992
1875,10,-0.8233333333333333
1875,11,-1.7299999999999995
1875,12,-1.7833333333333328
1876,1,0.36333333333333284
1876,2,0.6499999999999999
1876,3,-0.7133333333333334
1876,4,-0.5200000000000005
1876,5,-2.543333333333334
1876,6,0.3200000000000003
1876,7,1.0133333333333336
1876,8,1.3833333333333346
1876,9,-1.6300000000000008
1876,10,3.376666666666666
1876,11,-0.9299999999999997
1876,12,3.816666666666667
1877,1,2.6633333333333327
1877,2,0.44999999999999996
1877,3,-1.8133333333333335
1877,4,-0.1200000000000001
1877,5,-1.743333333333334
1877,6,3.2200000000000006
1877,7,-0.8866666666666667
1877,8,0.9833333333333343
1877,9,-2.4299999999999997
1877,10,-1.5233333333333334
1877,11,0.9700000000000004
1877,12,-0.7833333333333332
1878,1,-1.8366666666666673
1878,2,2.15
1878,3,-1.9133333333333333
1878,4,0.07999999999999963
1878,5,2.0566666666666658
1878,6,-0.17999999999999972
1878,7,-0.7866666666666671
1878,8,-0.31666666666666643
1878,9,-0.33000000000000007
1878,10,1.076666666666667
1878,11,-2.4299999999999997
1878,12,-2.7833333333333328
1879,1,0.46333333333333293
1879,2,-0.5500000000000003
1879,3,1.2866666666666666
1879,4,-2.62
1879,5,-3.243333333333334
1879,6,0.22000000000000064
1879,7,-2.9866666666666664
1879,8,1.6833333333333336
1879,9,-0.5299999999999994
1879,10,-0.2233333333333336
1879,11,-3.4299999999999997
1879,12,-2.683333333333333
1880,1,-0.936666666666667
1880,2,1.95
1880,3,4.086666666666667
1880,4,0.5800000000000001
1880,5,-0.14333333333333442
1880,6,-2.08
1880,7,0.8133333333333326
1880,8,-0.9166666666666661
1880,9,-0.02999999999999936
1880,10,0.5766666666666671
1880,11,-0.029999999999999583
1880,12,3.5166666666666666
1881,1,-3.636666666666667
1881,2,1.75
1881,3,1.7866666666666666
1881,4,-0.5200000000000005
1881,5,-0.3433333333333346
1881,6,-0.5800000000000001
1881,7,2.8133333333333344
1881,8,0.08333333333333393
1881,9,-2.4299999999999997
1881,10,-4.423333333333333
1881,11,2.9699999999999998
1881,12,0.5166666666666668
1882,1,3.663333333333333
1882,2,0.95
1882,3,2.486666666666667
1882,4,-0.6200000000000001
1882,5,0.7566666666666659
1882,6,-1.6799999999999997
1882,7,-1.9866666666666664
1882,8,-2.1166666666666654
1882,9,-2.4299999999999997
1882,10,0.5766666666666671
1882,11,-0.4299999999999997
1882,12,1.616666666666667
1883,1,1.1633333333333329
1883,2,2.15
1883,3,-3.7133333333333334
1883,4,-0.6200000000000001
1883,5,0.9566666666666661
1883,6,-0.3800000000000008
1883,7,-1.5866666666666678
1883,8,-0.31666666666666643
1883,9,-1.6300000000000008
1883,10,-0.12333333333333307
1883,11,0.07000000000000028
1883,12,-0.48333333333333295
1884,1,2.863333333333333
1884,2,2.25
1884,3,2.986666666666667
1884,4,-0.2200000000000002
1884,5,2.456666666666666
1884,6,-3.4800000000000004
1884,7,1.3133333333333326
1884,8,0.6833333333333336
1884,9,0.7699999999999996
1884,10,-2.123333333333333
1884,11,-1.8299999999999996
1884,12,0.3166666666666669
1885,1,-1.1366666666666672
1885,2,2.65
1885,3,-0.5133333333333333
1885,4,0.47999999999999954
1885,5,-2.9433333333333342
1885,6,3.0199999999999996
1885,7,1.9133333333333322
1885,8,-0.31666666666666643
1885,9,-1.33
1885,10,-2.4233333333333333
1885,11,0.27000000000000024
1885,12,0.916666666666667
1886,1,-1.436666666666667
1886,2,-2.15
1886,3,-0.6133333333333334
1886,4,2.38
1886,5,2.0566666666666658
1886,6,-1.08
1886,7,1.8133333333333326
1886,8,0.18333333333333357
1886,9,2.9700000000000006
1886,10,2.576666666666667
1886,11,0.07000000000000028
1886,12,-1.8833333333333333
1887,1,-0.936666666666667
1887,2,-1.4500000000000002
1887,3,-1.3133333333333335
1887,4,0.3799999999999999
1887,5,-1.543333333333334
1887,6,2.8200000000000003
1887,7,3.1133333333333315
1887,8,0.8833333333333346
