year,month,value
1871,1,-3.460000000000001
1871,2,1.7066666666666652
1871,3,1.5066666666666668
1871,4,0.0666666666666682
1871,5,-0.043333333333333446
1871,6,-3.26
1871,7,0.7199999999999998
1871,8,0.7366666666666672
1871,9,2.6633333333333327
1871,10,-0.3966666666666674
1871,11,-2.919999999999999
1871,12,-2.823333333333336
1872,1,1.1399999999999988
1872,2,2.206666666666665
1872,3,1.6066666666666665
1872,4,1.266666666666668
1872,5,-0.3433333333333335
1872,6,-0.45999999999999974
1872,7,1.3200000000000003
1872,8,-1.1633333333333327
1872,9,0.8633333333333328
1872,10,0.7033333333333327
1872,11,0.4800000000000004
1872,12,2.476666666666665
1873,1,2.539999999999999
1873,2,-1.493333333333334
1873,3,2.8066666666666666
1873,4,-1.4333333333333318
1873,5,-1.8433333333333333
1873,6,-0.1599999999999997
1873,7,2.12
1873,8,1.4366666666666674
1873,9,-0.6366666666666669
1873,10,0.9033333333333327
1873,11,0.9800000000000004
1873,12,2.876666666666665
1874,1,1.2399999999999984
1874,2,-1.0933333333333337
1874,3,-0.9933333333333332
1874,4,1.5666666666666678
1874,5,-2.4433333333333334
1874,6,1.0400000000000005
1874,7,2.7199999999999998
1874,8,-1.2633333333333328
1874,9,2.263333333333333
1874,10,2.4033333333333324
1874,11,-1.3199999999999994
1874,12,-4.823333333333336
1875,1,2.339999999999999
1875,2,-3.493333333333334
1875,3,-1.3933333333333335
1875,4,0.16666666666666785
1875,5,3.1566666666666663
1875,6,1.3400000000000003
1875,7,-0.6799999999999997
1875,8,1.836666666666667
1875,9,1.8633333333333328
1875,10,-0.7966666666666673
1875,11,-3.3199999999999994
1875,12,-2.4233333333333356
1876,1,1.0399999999999991
1876,2,-0.49333333333333407
1876,3,-1.0933333333333328
1876,4,-0.7333333333333325
1876,5,-2.4433333333333334
1876,6,0.5400000000000005
1876,7,0.8200000000000003
1876,8,1.2366666666666672
1876,9,-1.936666666666667
1876,10,2.9033333333333324
1876,11,-2.0199999999999996
1876,12,3.0766666666666644
1877,1,1.6399999999999988
1877,2,-0.8933333333333344
1877,3,-2.1933333333333342
1877,4,-0.5333333333333323
1877,5,-1.3433333333333333
1877,6,3.0400000000000005
1877,7,-1.08
1877,8,1.1366666666666676
1877,9,-2.336666666666667
1877,10,-1.5966666666666671
1877,11,1.4800000000000004
1877,12,-1.0233333333333352
